District,Total,Date,Population,Vac,,,,,
Tiruvannamalai,112199,26-05-2021,"12,68,094",8847.845664,,,,,
Tiruvarur,67985,26-05-2021,"24,68,965",2753.582979,,,,,
Vellore,196473,26-05-2021,"16,14,242",12171.2234,,,,,
Villupuram,135936,26-05-2021,"20,93,003",6494.782855,,,,,
Virudhunagar,246034,26-05-2021,"19,43,309",12660.57019,,,,,
Ariyalur,19741,27-03-2021,"7,52,481",2623.454944,,,,,
Chengalpattu,107697,27-03-2021,"25,56,244",4213.095464,,,,,
Chennai,662870,27-03-2021,"71,00,000",9336.197183,,,,,
Coimbatore,166924,27-03-2021,"34,72,578",4806.918664,,,,,
Cuddalore,64791,27-03-2021,"26,00,880",2491.118391,,,,,
Dharmapuri,46348,27-03-2021,"15,02,900",3083.904451,,,,,
Dindigul,58742,27-03-2021,"21,61,367",2717.817011,,,,,
Erode,60786,27-03-2021,"22,59,608",2690.112621,,,,,
Kallakurichi,28326,27-03-2021,"13,70,281",2067.167245,,,,,
Kancheepuram,32906,27-03-2021,"11,66,401",2821.156703,,,,,
Kanniyakumari,52912,27-03-2021,"18,63,178",2839.878959,,,,,
Karur,30456,27-03-2021,"10,76,588",2828.937347,,,,,
Krishnagiri,75817,27-03-2021,"18,83,731",4024.831571,,,,,
Madurai,109868,27-03-2021,"39,91,038",2752.8678,,,,,
Nagapattinam,27977,27-03-2021,"16,14,069",1733.32119,,,,,
Namakkal,71882,27-03-2021,"7,35,071",9778.919315,,,,,
The Nilgiris,65116,27-03-2021,"24,71,222",2634.971686,,,,,
Perambalur,19373,27-03-2021,"17,21,179",1125.565673,,,,,
Pudukkottai,37900,27-03-2021,"5,64,511",6713.775285,,,,,
Ramanathapuram,29325,27-03-2021,"19,18,725",1528.358676,,,,,
Ranipet,20631,27-03-2021,"13,37,560",1542.43548,,,,,
Salem,173875,27-03-2021,"12,10,277",14366.54584,,,,,
Sivagangai,33274,27-03-2021,"34,80,008",956.1472272,,,,,
Tenkasi,32079,27-03-2021,"13,41,250",2391.724138,,,,,
Thanjavur,69429,27-03-2021,"14,07,627",4932.343582,,,,,
Theni,24226,27-03-2021,"27,13,858",892.6775093,,,,,
Thoothukudi,33313,27-03-2021,"12,43,684",2678.5743,,,,,
Tiruchirapalli,101615,27-03-2021,"16,65,253",6102.075781,,,,,
Tirunelveli,33989,27-03-2021,"24,02,781",1414.569201,,,,,
Tirupathur,27352,27-03-2021,"17,38,376",1573.422551,,,,,
Tiruppur,58079,27-03-2021,"11,11,812",5223.814818,,,,,
Tiruvallur,79074,27-03-2021,"37,25,697",2122.394816,,,,,
Tiruvannamalai,40611,27-03-2021,"12,68,094",3202.522841,,,,,
Tiruvarur,19670,27-03-2021,"24,68,965",796.690111,,,,,
Vellore,74051,27-03-2021,"16,14,242",4587.354312,,,,,
Villupuram,68549,27-03-2021,"20,93,003",3275.150585,,,,,
Virudhunagar,94249,27-03-2021,"19,43,309",4849.923507,,,,,
Ariyalur,39293,27-04-2021,"7,52,481",5221.792976,,,,,
Chengalpattu,227969,27-04-2021,"25,56,244",8918.123622,,,,,
Chennai,1396797,27-04-2021,"71,00,000",19673.19718,,,,,
Coimbatore,398724,27-04-2021,"34,72,578",11482.0747,,,,,
Cuddalore,132829,27-04-2021,"26,00,880",5107.079142,,,,,
Dharmapuri,81892,27-04-2021,"15,02,900",5448.932065,,,,,
Dindigul,127507,27-04-2021,"21,61,367",5899.368316,,,,,
Erode,125689,27-04-2021,"22,59,608",5562.424987,,,,,
Kallakurichi,52362,27-04-2021,"13,70,281",3821.260019,,,,,
Kancheepuram,63085,27-04-2021,"11,66,401",5408.517311,,,,,
Kanniyakumari,110248,27-04-2021,"18,63,178",5917.201684,,,,,
Karur,52382,27-04-2021,"10,76,588",4865.55674,,,,,
Krishnagiri,123938,27-04-2021,"18,83,731",6579.38952,,,,,
Madurai,213287,27-04-2021,"39,91,038",5344.148565,,,,,
Nagapattinam,52902,27-04-2021,"16,14,069",3277.555049,,,,,
Namakkal,132901,27-04-2021,"7,35,071",18080.0222,,,,,
The Nilgiris,125910,27-04-2021,"24,71,222",5095.050141,,,,,
Perambalur,32004,27-04-2021,"17,21,179",1859.423105,,,,,
Pudukkottai,76214,27-04-2021,"5,64,511",13500.88838,,,,,
Ramanathapuram,66670,27-04-2021,"19,18,725",3474.703253,,,,,
Ranipet,42954,27-04-2021,"13,37,560",3211.369957,,,,,
Salem,323418,27-04-2021,"12,10,277",26722.64283,,,,,
Sivagangai,61640,27-04-2021,"34,80,008",1771.260296,,,,,
Tenkasi,56564,27-04-2021,"13,41,250",4217.260019,,,,,
Thanjavur,132375,27-04-2021,"14,07,627",9404.124814,,,,,
Theni,54803,27-04-2021,"27,13,858",2019.376106,,,,,
Thoothukudi,73721,27-04-2021,"12,43,684",5927.631135,,,,,
Tiruchirapalli,199534,27-04-2021,"16,65,253",11982.2033,,,,,
Tirunelveli,66768,27-04-2021,"24,02,781",2778.780089,,,,,
Tirupathur,63644,27-04-2021,"17,38,376",3661.118193,,,,,
Tiruppur,127520,27-04-2021,"11,11,812",11469.565,,,,,
Tiruvallur,165685,27-04-2021,"37,25,697",4447.08735,,,,,
Tiruvannamalai,77484,27-04-2021,"12,68,094",6110.272582,,,,,
Tiruvarur,41865,27-04-2021,"24,68,965",1695.649797,,,,,
Vellore,158051,27-04-2021,"16,14,242",9791.035049,,,,,
Villupuram,96648,27-04-2021,"20,93,003",4617.671355,,,,,
Virudhunagar,176467,27-04-2021,"19,43,309",9080.748352,,,,,
Ariyalur,63606,27-05-2021,"7,52,481",8452.838012,,,,,
Chengalpattu,330259,27-05-2021,"25,56,244",12919.69781,,,,,
Chennai,1947518,27-05-2021,"71,00,000",27429.83099,,,,,
Coimbatore,553201,27-05-2021,"34,72,578",15930.55649,,,,,
Cuddalore,181808,27-05-2021,"26,00,880",6990.249454,,,,,
Dharmapuri,125595,27-05-2021,"15,02,900",8356.843436,,,,,
Dindigul,189601,27-05-2021,"21,61,367",8772.272363,,,,,
Erode,201516,27-05-2021,"22,59,608",8918.184039,,,,,
Kallakurichi,83458,27-05-2021,"13,70,281",6090.575583,,,,,
Kancheepuram,115461,27-05-2021,"11,66,401",9898.911266,,,,,
Kanniyakumari,176584,27-05-2021,"18,63,178",9477.570044,,,,,
Karur,92373,27-05-2021,"10,76,588",8580.162513,,,,,
Krishnagiri,187299,27-05-2021,"18,83,731",9942.980181,,,,,
Madurai,301882,27-05-2021,"39,91,038",7563.997136,,,,,
Nagapattinam,86945,27-05-2021,"16,14,069",5386.696603,,,,,
Namakkal,205800,27-05-2021,"7,35,071",27997.2955,,,,,
The Nilgiris,181336,27-05-2021,"24,71,222",7337.908128,,,,,
Perambalur,47998,27-05-2021,"17,21,179",2788.669859,,,,,
Pudukkottai,125155,27-05-2021,"5,64,511",22170.51572,,,,,
Ramanathapuram,99475,27-05-2021,"19,18,725",5184.43237,,,,,
Ranipet,65153,27-05-2021,"13,37,560",4871.033823,,,,,
Salem,456865,27-05-2021,"12,10,277",37748.79635,,,,,
Sivagangai,99838,27-05-2021,"34,80,008",2868.901451,,,,,
Tenkasi,90646,27-05-2021,"13,41,250",6758.32246,,,,,
Thanjavur,195097,27-05-2021,"14,07,627",13859.99274,,,,,
Theni,76907,27-05-2021,"27,13,858",2833.862347,,,,,
Thoothukudi,124319,27-05-2021,"12,43,684",9996.02793,,,,,
Tiruchirapalli,291856,27-05-2021,"16,65,253",17526.22574,,,,,
Tirunelveli,109483,27-05-2021,"24,02,781",4556.511809,,,,,
Tirupathur,91673,27-05-2021,"17,38,376",5273.485138,,,,,
Tiruppur,198027,27-05-2021,"11,11,812",17811.1947,,,,,
Tiruvallur,251814,27-05-2021,"37,25,697",6758.842708,,,,,
Tiruvannamalai,118748,27-05-2021,"12,68,094",9364.290029,,,,,
Tiruvarur,75387,27-05-2021,"24,68,965",3053.384718,,,,,
Vellore,202792,27-05-2021,"16,14,242",12562.67648,,,,,
Villupuram,139564,27-05-2021,"20,93,003",6668.12231,,,,,
Virudhunagar,255125,27-05-2021,"19,43,309",13128.38051,,,,,
Ariyalur,40144,28-04-2021,"7,52,481",5334.885532,,,,,
Chengalpattu,235184,28-04-2021,"25,56,244",9200.373673,,,,,
Chennai,1422155,28-04-2021,"71,00,000",20030.35211,,,,,
Coimbatore,410986,28-04-2021,"34,72,578",11835.18412,,,,,
Cuddalore,135943,28-04-2021,"26,00,880",5226.80785,,,,,
Dharmapuri,83899,28-04-2021,"15,02,900",5582.473884,,,,,
Dindigul,131273,28-04-2021,"21,61,367",6073.609896,,,,,
Erode,128959,28-04-2021,"22,59,608",5707.140354,,,,,
Kallakurichi,53404,28-04-2021,"13,70,281",3897.302816,,,,,
Kancheepuram,64335,28-04-2021,"11,66,401",5515.684572,,,,,
Kanniyakumari,113531,28-04-2021,"18,63,178",6093.405998,,,,,
Karur,53216,28-04-2021,"10,76,588",4943.023701,,,,,
Krishnagiri,126674,28-04-2021,"18,83,731",6724.633188,,,,,
Madurai,216713,28-04-2021,"39,91,038",5429.990895,,,,,
Nagapattinam,54417,28-04-2021,"16,14,069",3371.417207,,,,,
Namakkal,134714,28-04-2021,"7,35,071",18326.66504,,,,,
The Nilgiris,128142,28-04-2021,"24,71,222",5185.369829,,,,,
Perambalur,32692,28-04-2021,"17,21,179",1899.395705,,,,,
Pudukkottai,77693,28-04-2021,"5,64,511",13762.88505,,,,,
Ramanathapuram,67897,28-04-2021,"19,18,725",3538.651969,,,,,
Ranipet,43931,28-04-2021,"13,37,560",3284.413409,,,,,
Salem,328599,28-04-2021,"12,10,277",27150.72665,,,,,
Sivagangai,63073,28-04-2021,"34,80,008",1812.438362,,,,,
Tenkasi,57706,28-04-2021,"13,41,250",4302.404473,,,,,
Thanjavur,135034,28-04-2021,"14,07,627",9593.024288,,,,,
Theni,56059,28-04-2021,"27,13,858",2065.657083,,,,,
Thoothukudi,74865,28-04-2021,"12,43,684",6019.615915,,,,,
Tiruchirapalli,203713,28-04-2021,"16,65,253",12233.15616,,,,,
Tirunelveli,68053,28-04-2021,"24,02,781",2832.259786,,,,,
Tirupathur,64892,28-04-2021,"17,38,376",3732.909336,,,,,
Tiruppur,130557,28-04-2021,"11,11,812",11742.72269,,,,,
Tiruvallur,170688,28-04-2021,"37,25,697",4581.370949,,,,,
Tiruvannamalai,78785,28-04-2021,"12,68,094",6212.8675,,,,,
Tiruvarur,43081,28-04-2021,"24,68,965",1744.901204,,,,,
Vellore,160528,28-04-2021,"16,14,242",9944.481682,,,,,
Villupuram,97958,28-04-2021,"20,93,003",4680.26085,,,,,
Virudhunagar,178986,28-04-2021,"19,43,309",9210.372617,,,,,
Ariyalur,66831,28-05-2021,"7,52,481",8881.420262,,,,,
Chengalpattu,345632,28-05-2021,"25,56,244",13521.08797,,,,,
Chennai,1982546,28-05-2021,"71,00,000",27923.1831,,,,,
Coimbatore,563463,28-05-2021,"34,72,578",16226.07181,,,,,
Cuddalore,186204,28-05-2021,"26,00,880",7159.26917,,,,,
Dharmapuri,132918,28-05-2021,"15,02,900",8844.101404,,,,,
Dindigul,197923,28-05-2021,"21,61,367",9157.306464,,,,,
Erode,207672,28-05-2021,"22,59,608",9190.620674,,,,,
Kallakurichi,88368,28-05-2021,"13,70,281",6448.896248,,,,,
Kancheepuram,122780,28-05-2021,"11,66,401",10526.39701,,,,,
Kanniyakumari,179441,28-05-2021,"18,63,178",9630.910198,,,,,
Karur,93690,28-05-2021,"10,76,588",8702.493433,,,,,
Krishnagiri,197902,28-05-2021,"18,83,731",10505.85248,,,,,
Madurai,322760,28-05-2021,"39,91,038",8087.119191,,,,,
Nagapattinam,93132,28-05-2021,"16,14,069",5770.01355,,,,,
Namakkal,212971,28-05-2021,"7,35,071",28972.84752,,,,,
The Nilgiris,183687,28-05-2021,"24,71,222",7433.043247,,,,,
Perambalur,50688,28-05-2021,"17,21,179",2944.958078,,,,,
Pudukkottai,130628,28-05-2021,"5,64,511",23140.02739,,,,,
Ramanathapuram,103970,28-05-2021,"19,18,725",5418.702524,,,,,
Ranipet,68948,28-05-2021,"13,37,560",5154.759413,,,,,
Salem,472436,28-05-2021,"12,10,277",39035.36133,,,,,
Sivagangai,105685,28-05-2021,"34,80,008",3036.918306,,,,,
Tenkasi,98057,28-05-2021,"13,41,250",7310.866729,,,,,
Thanjavur,204683,28-05-2021,"14,07,627",14540.99701,,,,,
Theni,80712,28-05-2021,"27,13,858",2974.068651,,,,,
Thoothukudi,131780,28-05-2021,"12,43,684",10595.93916,,,,,
Tiruchirapalli,306227,28-05-2021,"16,65,253",18389.21773,,,,,
Tirunelveli,118452,28-05-2021,"24,02,781",4929.787609,,,,,
Tirupathur,96194,28-05-2021,"17,38,376",5533.555456,,,,,
Tiruppur,212505,28-05-2021,"11,11,812",19113.39327,,,,,
Tiruvallur,264532,28-05-2021,"37,25,697",7100.201654,,,,,
Tiruvannamalai,127363,28-05-2021,"12,68,094",10043.65607,,,,,
Tiruvarur,82738,28-05-2021,"24,68,965",3351.120814,,,,,
Vellore,210250,28-05-2021,"16,14,242",13024.68899,,,,,
Villupuram,144274,28-05-2021,"20,93,003",6893.157822,,,,,
Virudhunagar,262073,28-05-2021,"19,43,309",13485.915,,,,,
Ariyalur,20240,29-03-2021,"7,52,481",2689.768911,,,,,
Chengalpattu,112329,29-03-2021,"25,56,244",4394.298823,,,,,
Chennai,701721,29-03-2021,"71,00,000",9883.394366,,,,,
Coimbatore,179560,29-03-2021,"34,72,578",5170.798179,,,,,
Cuddalore,67416,29-03-2021,"26,00,880",2592.045769,,,,,
Dharmapuri,47621,29-03-2021,"15,02,900",3168.607359,,,,,
Dindigul,60300,29-03-2021,"21,61,367",2789.901021,,,,,
Erode,63327,29-03-2021,"22,59,608",2802.565755,,,,,
Kallakurichi,29452,29-03-2021,"13,70,281",2149.340172,,,,,
Kancheepuram,33641,29-03-2021,"11,66,401",2884.171053,,,,,
Kanniyakumari,54595,29-03-2021,"18,63,178",2930.208493,,,,,
Karur,31553,29-03-2021,"10,76,588",2930.833336,,,,,
Krishnagiri,77613,29-03-2021,"18,83,731",4120.174271,,,,,
Madurai,114997,29-03-2021,"39,91,038",2881.380734,,,,,
Nagapattinam,28786,29-03-2021,"16,14,069",1783.442963,,,,,
Namakkal,74209,29-03-2021,"7,35,071",10095.48737,,,,,
The Nilgiris,67849,29-03-2021,"24,71,222",2745.564745,,,,,
Perambalur,19903,29-03-2021,"17,21,179",1156.358519,,,,,
Pudukkottai,39395,29-03-2021,"5,64,511",6978.606263,,,,,
Ramanathapuram,30469,29-03-2021,"19,18,725",1587.981602,,,,,
Ranipet,21443,29-03-2021,"13,37,560",1603.143037,,,,,
Salem,179981,29-03-2021,"12,10,277",14871.05844,,,,,
Sivagangai,34169,29-03-2021,"34,80,008",981.8655589,,,,,
Tenkasi,32866,29-03-2021,"13,41,250",2450.400746,,,,,
Thanjavur,71881,29-03-2021,"14,07,627",5106.537456,,,,,
Theni,24896,29-03-2021,"27,13,858",917.3656101,,,,,
Thoothukudi,34334,29-03-2021,"12,43,684",2760.669109,,,,,
Tiruchirapalli,104982,29-03-2021,"16,65,253",6304.26728,,,,,
Tirunelveli,35014,29-03-2021,"24,02,781",1457.228104,,,,,
Tirupathur,28422,29-03-2021,"17,38,376",1634.974252,,,,,
Tiruppur,60536,29-03-2021,"11,11,812",5444.805417,,,,,
Tiruvallur,82034,29-03-2021,"37,25,697",2201.843038,,,,,
Tiruvannamalai,41873,29-03-2021,"12,68,094",3302.042278,,,,,
Tiruvarur,20168,29-03-2021,"24,68,965",816.8605063,,,,,
Vellore,76871,29-03-2021,"16,14,242",4762.049309,,,,,
Villupuram,70206,29-03-2021,"20,93,003",3354.319129,,,,,
Virudhunagar,99056,29-03-2021,"19,43,309",5097.285095,,,,,
Ariyalur,41104,29-04-2021,"7,52,481",5462.463504,,,,,
Chengalpattu,242809,29-04-2021,"25,56,244",9498.662882,,,,,
Chennai,1450528,29-04-2021,"71,00,000",20429.97183,,,,,
Coimbatore,414431,29-04-2021,"34,72,578",11934.38995,,,,,
Cuddalore,138848,29-04-2021,"26,00,880",5338.500815,,,,,
Dharmapuri,84915,29-04-2021,"15,02,900",5650.076519,,,,,
Dindigul,133368,29-04-2021,"21,61,367",6170.539293,,,,,
Erode,131676,29-04-2021,"22,59,608",5827.382449,,,,,
Kallakurichi,54273,29-04-2021,"13,70,281",3960.720465,,,,,
Kancheepuram,65598,29-04-2021,"11,66,401",5623.966372,,,,,
Kanniyakumari,114527,29-04-2021,"18,63,178",6146.863048,,,,,
Karur,53701,29-04-2021,"10,76,588",4988.073432,,,,,
Krishnagiri,127632,29-04-2021,"18,83,731",6775.489706,,,,,
Madurai,220013,29-04-2021,"39,91,038",5512.676151,,,,,
Nagapattinam,55764,29-04-2021,"16,14,069",3454.870888,,,,,
Namakkal,135755,29-04-2021,"7,35,071",18468.28402,,,,,
The Nilgiris,129190,29-04-2021,"24,71,222",5227.777998,,,,,
Perambalur,33307,29-04-2021,"17,21,179",1935.127026,,,,,
Pudukkottai,79266,29-04-2021,"5,64,511",14041.53329,,,,,
Ramanathapuram,68929,29-04-2021,"19,18,725",3592.437686,,,,,
Ranipet,45111,29-04-2021,"13,37,560",3372.633751,,,,,
Salem,333263,29-04-2021,"12,10,277",27536.09298,,,,,
Sivagangai,64188,29-04-2021,"34,80,008",1844.478518,,,,,
Tenkasi,58565,29-04-2021,"13,41,250",4366.449208,,,,,
Thanjavur,137815,29-04-2021,"14,07,627",9790.590831,,,,,
Theni,57269,29-04-2021,"27,13,858",2110.243056,,,,,
Thoothukudi,76399,29-04-2021,"12,43,684",6142.959144,,,,,
Tiruchirapalli,207757,29-04-2021,"16,65,253",12476.00215,,,,,
Tirunelveli,69404,29-04-2021,"24,02,781",2888.4863,,,,,
Tirupathur,66168,29-04-2021,"17,38,376",3806.311178,,,,,
Tiruppur,132658,29-04-2021,"11,11,812",11931.69349,,,,,
Tiruvallur,176248,29-04-2021,"37,25,697",4730.60477,,,,,
Tiruvannamalai,80028,29-04-2021,"12,68,094",6310.888625,,,,,
Tiruvarur,43938,29-04-2021,"24,68,965",1779.612105,,,,,
Vellore,164783,29-04-2021,"16,14,242",10208.07289,,,,,
Villupuram,99467,29-04-2021,"20,93,003",4752.358214,,,,,
Virudhunagar,180636,29-04-2021,"19,43,309",9295.279341,,,,,
Ariyalur,69525,29-05-2021,"7,52,481",9239.435946,,,,,
Chengalpattu,356350,29-05-2021,"25,56,244",13940.37502,,,,,
Chennai,2003667,29-05-2021,"71,00,000",28220.66197,,,,,
Coimbatore,585713,29-05-2021,"34,72,578",16866.80616,,,,,
Cuddalore,192950,29-05-2021,"26,00,880",7418.642921,,,,,
Dharmapuri,137173,29-05-2021,"15,02,900",9127.220707,,,,,
Dindigul,205349,29-05-2021,"21,61,367",9500.885319,,,,,
Erode,210054,29-05-2021,"22,59,608",9296.037189,,,,,
Kallakurichi,92632,29-05-2021,"13,70,281",6760.073299,,,,,
Kancheepuram,125499,29-05-2021,"11,66,401",10759.50724,,,,,
Kanniyakumari,183995,29-05-2021,"18,63,178",9875.331289,,,,,
Karur,95788,29-05-2021,"10,76,588",8897.368353,,,,,
Krishnagiri,206245,29-05-2021,"18,83,731",10948.75011,,,,,
Madurai,338618,29-05-2021,"39,91,038",8484.459431,,,,,
Nagapattinam,97086,29-05-2021,"16,14,069",6014.98449,,,,,
Namakkal,217183,29-05-2021,"7,35,071",29545.85339,,,,,
The Nilgiris,184312,29-05-2021,"24,71,222",7458.334379,,,,,
Perambalur,52459,29-05-2021,"17,21,179",3047.852664,,,,,
Pudukkottai,135722,29-05-2021,"5,64,511",24042.4013,,,,,
Ramanathapuram,107883,29-05-2021,"19,18,725",5622.640034,,,,,
Ranipet,72301,29-05-2021,"13,37,560",5405.439756,,,,,
Salem,480377,29-05-2021,"12,10,277",39691.49211,,,,,
Sivagangai,109870,29-05-2021,"34,80,008",3157.17665,,,,,
Tenkasi,105555,29-05-2021,"13,41,250",7869.897484,,,,,
Thanjavur,209686,29-05-2021,"14,07,627",14896.41787,,,,,
Theni,87454,29-05-2021,"27,13,858",3222.497271,,,,,
Thoothukudi,140602,29-05-2021,"12,43,684",11305.28334,,,,,
Tiruchirapalli,317492,29-05-2021,"16,65,253",19065.69152,,,,,
Tirunelveli,129489,29-05-2021,"24,02,781",5389.130345,,,,,
Tirupathur,101416,29-05-2021,"17,38,376",5833.950768,,,,,
Tiruppur,221958,29-05-2021,"11,11,812",19963.62694,,,,,
Tiruvallur,279097,29-05-2021,"37,25,697",7491.135216,,,,,
Tiruvannamalai,134162,29-05-2021,"12,68,094",10579.81506,,,,,
Tiruvarur,87604,29-05-2021,"24,68,965",3548.207447,,,,,
Vellore,217702,29-05-2021,"16,14,242",13486.32981,,,,,
Villupuram,156501,29-05-2021,"20,93,003",7477.342364,,,,,
Virudhunagar,267072,29-05-2021,"19,43,309",13743.15665,,,,,
Ariyalur,20602,30-03-2021,"7,52,481",2737.876438,,,,,
Chengalpattu,115550,30-03-2021,"25,56,244",4520.304009,,,,,
Chennai,724688,30-03-2021,"71,00,000",10206.87324,,,,,
Coimbatore,184712,30-03-2021,"34,72,578",5319.160578,,,,,
Cuddalore,69286,30-03-2021,"26,00,880",2663.944511,,,,,
Dharmapuri,48296,30-03-2021,"15,02,900",3213.520527,,,,,
Dindigul,61750,30-03-2021,"21,61,367",2856.988193,,,,,
Erode,65013,30-03-2021,"22,59,608",2877.180467,,,,,
Kallakurichi,30450,30-03-2021,"13,70,281",2222.171949,,,,,
Kancheepuram,34373,30-03-2021,"11,66,401",2946.928201,,,,,
Kanniyakumari,55986,30-03-2021,"18,63,178",3004.86588,,,,,
Karur,32448,30-03-2021,"10,76,588",3013.966346,,,,,
Krishnagiri,79108,30-03-2021,"18,83,731",4199.538044,,,,,
Madurai,118417,30-03-2021,"39,91,038",2967.072726,,,,,
Nagapattinam,29540,30-03-2021,"16,14,069",1830.157199,,,,,
Namakkal,75814,30-03-2021,"7,35,071",10313.83363,,,,,
The Nilgiris,69257,30-03-2021,"24,71,222",2802.540605,,,,,
Perambalur,20191,30-03-2021,"17,21,179",1173.091236,,,,,
Pudukkottai,40543,30-03-2021,"5,64,511",7181.96811,,,,,
Ramanathapuram,31145,30-03-2021,"19,18,725",1623.213332,,,,,
Ranipet,21887,30-03-2021,"13,37,560",1636.337809,,,,,
Salem,184984,30-03-2021,"12,10,277",15284.43489,,,,,
Sivagangai,34725,30-03-2021,"34,80,008",997.8425337,,,,,
Tenkasi,33391,30-03-2021,"13,41,250",2489.543336,,,,,
Thanjavur,73774,30-03-2021,"14,07,627",5241.019105,,,,,
Theni,25475,30-03-2021,"27,13,858",938.700551,,,,,
Thoothukudi,35097,30-03-2021,"12,43,684",2822.019098,,,,,
Tiruchirapalli,107693,30-03-2021,"16,65,253",6467.065365,,,,,
Tirunelveli,35919,30-03-2021,"24,02,781",1494.892793,,,,,
Tirupathur,29314,30-03-2021,"17,38,376",1686.286511,,,,,
Tiruppur,62304,30-03-2021,"11,11,812",5603.825107,,,,,
Tiruvallur,84025,30-03-2021,"37,25,697",2255.282703,,,,,
Tiruvannamalai,42728,30-03-2021,"12,68,094",3369.466301,,,,,
Tiruvarur,20519,30-03-2021,"24,68,965",831.0769898,,,,,
Vellore,78845,30-03-2021,"16,14,242",4884.335806,,,,,
Villupuram,71547,30-03-2021,"20,93,003",3418.389749,,,,,
Virudhunagar,102915,30-03-2021,"19,43,309",5295.86391,,,,,
Ariyalur,41833,30-04-2021,"7,52,481",5559.343027,,,,,
Chengalpattu,248636,30-04-2021,"25,56,244",9726.614517,,,,,
Chennai,1476060,30-04-2021,"71,00,000",20789.57746,,,,,
Coimbatore,418135,30-04-2021,"34,72,578",12041.05423,,,,,
Cuddalore,140691,30-04-2021,"26,00,880",5409.361447,,,,,
Dharmapuri,85512,30-04-2021,"15,02,900",5689.799721,,,,,
Dindigul,134511,30-04-2021,"21,61,367",6223.422491,,,,,
Erode,134002,30-04-2021,"22,59,608",5930.320657,,,,,
Kallakurichi,55225,30-04-2021,"13,70,281",4030.195267,,,,,
Kancheepuram,66785,30-04-2021,"11,66,401",5725.732402,,,,,
Kanniyakumari,116039,30-04-2021,"18,63,178",6228.014715,,,,,
Karur,54313,30-04-2021,"10,76,588",5044.919691,,,,,
Krishnagiri,129186,30-04-2021,"18,83,731",6857.985562,,,,,
Madurai,220434,30-04-2021,"39,91,038",5523.224785,,,,,
Nagapattinam,57719,30-04-2021,"16,14,069",3575.993344,,,,,
Namakkal,136228,30-04-2021,"7,35,071",18532.63154,,,,,
The Nilgiris,129546,30-04-2021,"24,71,222",5242.183826,,,,,
Perambalur,33756,30-04-2021,"17,21,179",1961.213796,,,,,
Pudukkottai,80863,30-04-2021,"5,64,511",14324.433,,,,,
Ramanathapuram,70172,30-04-2021,"19,18,725",3657.22029,,,,,
Ranipet,45381,30-04-2021,"13,37,560",3392.819761,,,,,
Salem,336952,30-04-2021,"12,10,277",27840.89923,,,,,
Sivagangai,65582,30-04-2021,"34,80,008",1884.535898,,,,,
Tenkasi,59545,30-04-2021,"13,41,250",4439.515377,,,,,
Thanjavur,139773,30-04-2021,"14,07,627",9929.690181,,,,,
Theni,57644,30-04-2021,"27,13,858",2124.061023,,,,,
Thoothukudi,78407,30-04-2021,"12,43,684",6304.414948,,,,,
Tiruchirapalli,211751,30-04-2021,"16,65,253",12715.84558,,,,,
Tirunelveli,70817,30-04-2021,"24,02,781",2947.293157,,,,,
Tirupathur,67469,30-04-2021,"17,38,376",3881.151143,,,,,
Tiruppur,134327,30-04-2021,"11,11,812",12081.8088,,,,,
Tiruvallur,181456,30-04-2021,"37,25,697",4870.390695,,,,,
Tiruvannamalai,81518,30-04-2021,"12,68,094",6428.387801,,,,,
Tiruvarur,44601,30-04-2021,"24,68,965",1806.465462,,,,,
Vellore,166764,30-04-2021,"16,14,242",10330.79303,,,,,
Villupuram,100001,30-04-2021,"20,93,003",4777.871795,,,,,
Virudhunagar,182496,30-04-2021,"19,43,309",9390.992374,,,,,
Ariyalur,70525,30-05-2021,"7,52,481",9372.329667,,,,,
Chengalpattu,358414,30-05-2021,"25,56,244",14021.11848,,,,,
Chennai,2011501,30-05-2021,"71,00,000",28331,,,,,
Coimbatore,592509,30-05-2021,"34,72,578",17062.51091,,,,,
Cuddalore,194716,30-05-2021,"26,00,880",7486.543016,,,,,
Dharmapuri,137730,30-05-2021,"15,02,900",9164.282387,,,,,
Dindigul,206763,30-05-2021,"21,61,367",9566.306879,,,,,
Erode,210684,30-05-2021,"22,59,608",9323.918131,,,,,
Kallakurichi,93818,30-05-2021,"13,70,281",6846.624889,,,,,
Kancheepuram,125942,30-05-2021,"11,66,401",10797.48731,,,,,
Kanniyakumari,183995,30-05-2021,"18,63,178",9875.331289,,,,,
Karur,96166,30-05-2021,"10,76,588",8932.479277,,,,,
Krishnagiri,206745,30-05-2021,"18,83,731",10975.29318,,,,,
Madurai,341792,30-05-2021,"39,91,038",8563.987614,,,,,
Nagapattinam,97812,30-05-2021,"16,14,069",6059.963979,,,,,
Namakkal,218162,30-05-2021,"7,35,071",29679.03781,,,,,
The Nilgiris,185933,30-05-2021,"24,71,222",7523.929457,,,,,
Perambalur,52886,30-05-2021,"17,21,179",3072.66124,,,,,
Pudukkottai,135966,30-05-2021,"5,64,511",24085.62455,,,,,
Ramanathapuram,108186,30-05-2021,"19,18,725",5638.431771,,,,,
Ranipet,73496,30-05-2021,"13,37,560",5494.781543,,,,,
Salem,480524,30-05-2021,"12,10,277",39703.63809,,,,,
Sivagangai,110213,30-05-2021,"34,80,008",3167.032949,,,,,
Tenkasi,107050,30-05-2021,"13,41,250",7981.360671,,,,,
